title,author,googleid,goodreads_id,start date,end date,read status,rating,pages,thumbnail_url
The Laws of Human Nature,Robert Greene,0U5XDwAAQBAJ,39330937,2021/05/03,2021/08/01,read,3,624.0,http://books.google.com/books/publisher/content?id=0U5XDwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70JxDORrYA-H-_WlxbuIfJxkyY42wkQloZHo9iObHM3E6HO3_keJnSpSGKncUscNAV174Dl6Zor8_EBGYeZxmfr76DZmKmIRPszI_Syp7hMXfnVExk-dm5x4Po2lqFS0jqmIlEH&source=gbs_api
Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,6rkkPwAACAAJ,27485,2023/01/25,2023/02/16,read,4,272.0,http://books.google.com/books/content?id=6rkkPwAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71YwK3rzNDo2oiYCz5Si1KcApmEoistuTFfPKwiikThXBnN16kZuAopFh48MgQc3DSOb3NMKhC6g-vqqCeOV3G2FZNM9gjukLfzH0M9C9bjyOKx6YE4YzuYRo9LwP2lOjOv_6wf&source=gbs_api
"Absalom, Absalom!",William Faulkner,PUh_EAAAQBAJ,373755,2022/01/16,2022/05/10,read,5,316.0,http://books.google.com/books/publisher/content?id=PUh_EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE7019k8zbVf48OueWmkr3K0zMMY3QvsHJ7MhBlK4Ac6ELqS0m7sd_f0Aa2ZNb9qN2uB5utwj30zn0rnEtyXnd-bE6Vv6TbPkd-57nqJYW8Fz-R1o6CWN08sXgV1ifNzvZJEDm0BT&source=gbs_api
The Razor's Edge,W. Somerset Maugham,C0i7DNHNy-8C,31196,2022/03/28,2022/05/19,read,4,314.0,http://books.google.com/books/content?id=C0i7DNHNy-8C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72SP7SSh-HNQ71iOKgNlyP_dKLZgH7FyUsU-JQeSqXu6dypObHM-0T_PL-Xu8_37fZuwVNz4SXZAcEot6RDRiioQaiqDSF29ca3qmW2_Yjo0AorzhKPFFKnL-WCvn0kkr-qd1iy&source=gbs_api
Naked Lunch,William S. Burroughs,MlvMaAKiobgC,7437,2023/01/30,2023/02/07,read,3,289.0,http://books.google.com/books/content?id=MlvMaAKiobgC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE7148IEIXAx7goGp83FCZTIWq0SWdaR0_6oh0fKGU85I_VXy9J82ZTDjarDasz5xAY67wd3wSBduKcGg_RW7z3tHkzluBTRpPesgyF_8hE_6OOAV-PBdSZ3S2EuJGwxJ4FFKZgxt&source=gbs_api
Building and Dwelling: Ethics for the City,Richard Sennett,0dDPEAAAQBAJ,22711627,2022/04/06,2022/05/19,read,3,368.0,http://books.google.com/books/publisher/content?id=0dDPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70AESgh0mnLr8pAYNL7UFpzSFcs8VRTzlZTPEZsH9QwmzfBytwEqBCgLJGaZjLuKiILmYaC94f77mlYtBVVnsKji9B9Ra3X3CyCd1s1ed2fDMjSwaqCac3IZQdYkJ78hJl-ljl6&source=gbs_api
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,jNQd9RpuJ-4C,475,2023/01/17,2023/02/04,read,4,608.0,http://books.google.com/books/content?id=jNQd9RpuJ-4C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70ryTg_vis4uVKBwHX6ZCdZU8G8ceJ6ghluqIibNvZoby2oz1wYnqNSbjO3ehpyFVPWdXhisFFvtHm9wm9T7BOwibpVRtTIDq-7PF-23HJWWDrqJYkBUMAVCN1bEyM_72h6RoVC&source=gbs_api
A Room with a View,E.M. Forster,QxrGEAAAQBAJ,3087,2023/01/08,2023/01/30,read,3,119.0,http://books.google.com/books/publisher/content?id=QxrGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71CIMl0fozs4cxhGrwSs_w5pyBZVVxfI9wBN78QsZ-00pcpXGSikKs4RjOjuCrT19LBLppcXu-XgL35VveTUhwpKlxRKC48Czp2-FHLULQrDF6a0MUjA7_WJH5SFmwS_95lzSn-&source=gbs_api
Sapiens: A Brief History of Humankind,Yuval Noah Harari,B4ARBAAAQBAJ,23692271,2020/06/30,2022/05/31,read,4,512.0,http://books.google.com/books/publisher/content?id=B4ARBAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73kFwLksrPC_xD3Zd5pIn46e7bqevjOW2oY23MZe2tgx28nqIEg1XnUfyFVGrZZfVDjYsMPOUWmZnYc1Rec3MiSrciG26z8QsXMD06O2LeLeUymotMOygyQ48bmYIa6NPsqylSD&source=gbs_api
"Cannery Row (Cannery Row, #1)",John Steinbeck,COWUzwEACAAJ,4799,2022/01/06,2022/05/31,read,4,181.0,http://books.google.com/books/content?id=COWUzwEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71qgZNzmVt3jzjLGSj2qOwQMzUXYJx7lism2jkL2Y9zRQJZGbx2Iey97p84DjTR1Ev52dOmsGnAjQMY_GvXgtCTKJJ6j0MJ1NSL0AovAOqOx4kaS30ME7XxYbDneYsyAcUjM9BD&source=gbs_api
Dark Emu,Bruce Pascoe,SB_xDwAAQBAJ,21401526,2021/02/10,2022/06/03,read,3,176.0,http://books.google.com/books/publisher/content?id=SB_xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71f9NlnxZGGkQJMBCgWgWQcK6Lu1z270QPYNZBQP0Cfl7LDooa-bTJJdMxjSfcFlOeS226olmfzdpZVm3cPRNOBcBNMB5mnlh5xH89Q10yNoreWcifcpZEGyeLfgWoFySBzye9l&source=gbs_api
Lady Chatterley's Lover,D.H. Lawrence,pFuwEAAAQBAJ,32049,2022/06/03,2022/06/12,read,3,376.0,http://books.google.com/books/publisher/content?id=pFuwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71vC8lC6UKW3pVDnAT2MWY_59APRc8_TFR7oydIMr1nrHGQiWqFYf9KkO2lzgAdXKsm1itNll2kUh0N44jQsgFA5TUGk32dr3MsLCYVH0UJgfH3MTzmlKuRnpNPfwe1mQpYGUx5&source=gbs_api
I Am Legend and Other Stories,Richard Matheson,qCmmvwEACAAJ,547094,2023/01/23,,read,4,317.0,http://books.google.com/books/content?id=qCmmvwEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73Dic6yLyOyRnoF-A3i3FFvz8pPq9Mdv8m9OhENS7-SqJWlF1IwsQT1XmuSHkMzVnxP883qxS26u4DvvAge5waU60LakD6lb9DQU4ouHZLWCC525C27A565M0B-wtQeLh-zPEjg&source=gbs_api
Post Office,Charles Bukowski,BsA6Rlgxu-4C,40409718,2022/06/20,2022/06/26,read,3,162.0,http://books.google.com/books/content?id=BsA6Rlgxu-4C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72U7fMUdOUerDzYpbHWimODhogc4bHNbHy-BqACsAWTDfjApRrPnLvrd1AHEz81BJLwvMsCIsmgcPFEhKdJWjTv4_3GF4xQQwDKal_5epP9F8FQ7ubwzcSKfncwMkLDu6TMIIeu&source=gbs_api
To the Lighthouse,Virginia Woolf,iCjnJ4L363YC,59716,2022/04/10,2023/01/22,read,3,209.0,http://books.google.com/books/content?id=iCjnJ4L363YC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71dxEpKUcT6k-zAiLC83LLxaxBTZWJK7ip50CQ2r0dlcZgsYwb2dMtpxlereZKbFwhrBfODHaxBndZx_nRHscIxCo2qFF_YmKOaVuSqOm0h5uiIl3Ad8d7NPU6BLkggE0AAGXZi&source=gbs_api
The Good Soldier Švejk,Jaroslav Hašek,tZteTHrbVjEC,7629,2022/01/05,2022/09/11,read,2,752.0,http://books.google.com/books/content?id=tZteTHrbVjEC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72UmP8ewSSwNPxpn0jtFdFJOTvCQh946A52bVbadHxAJr58RebBrn1Zqylu8KbFZ6w1IZpPorjvH4mq_idWWoM2WytqRP0bUwsrRJjwHW9LE-2nZUDTFboPAQrEAqYc78-RR6Do&source=gbs_api
The Great Gatsby,F. Scott Fitzgerald,iXn5U2IzVH0C,4671,2022/01/16,2022/01/19,read,2,180.0,http://books.google.com/books/content?id=iXn5U2IzVH0C&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73RuqhQ2ea5SIYHQf6PXzfvx57KlVsxHzlEsRHAoZMXW2E4LMhSB0UMkCJbloRpIXME8l5D0PYzP8b2FR8_WG4CaOUUbbyuC-jNlZgg4Ku4yNi74qh90w7O5NY71udpvQu_nUQe&source=gbs_api
Big Sur,Jack Kerouac,QNSSDP9-BYUC,50140,2022/03/09,2022/03/15,read,2,256.0,http://books.google.com/books/content?id=QNSSDP9-BYUC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70WpstgeoTB0c3E-CEZ3e0A229LHu8ZZ-E4BKQ5Ec8WVWAfvWVKRB2hyxMjPyjB4y2B--tiuAA4uhWTskiy5HaUz527PJL3vFnujCKh_M9LGzN_PNZyfJei8hDULBA-2ICvSlig&source=gbs_api
A Handful of Dust,Evelyn Waugh,lJiCEAAAQBAJ,531262,2022/05/04,2023/01/21,read,4,308.0,http://books.google.com/books/publisher/content?id=lJiCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72i7S7noFWr1kVvNTOmswoqqjZVpjPC7ule-AdOmtlyxrj3H6zSyvlGwilhsCJOTBNSPHhFosYwohzym_eGIU6pv-my0oWQpaHHGjOlxUetIN3BpJlI3dLwZF_34hoqDLnA8fZS&source=gbs_api
Kingdom of Fear: Loathsome Secrets of a Star-Crossed Child in the Final Days of the American Century,Hunter S. Thompson,XAcldr62o8wC,108220,2022/01/06,2022/06/26,read,3,384.0,http://books.google.com/books/content?id=XAcldr62o8wC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE703u1D1EHDBIvlvil7TjcfviT_fPLIDjW8rcB8i-ushXJ0dQFoFwId7xLvSFLJu_ydEWzuPxqwwpQOtW5zuMmqLGg1b56b0jY4K4nzQMaF4Vkhnk_hrdax5SAX4aABHCerlkwxb&source=gbs_api
Crime and Punishment,Fyodor Dostoevsky,Tb00PitOrZMC,7144,2022/03/24,2022/06/27,read,3,671.0,http://books.google.com/books/content?id=Tb00PitOrZMC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73Dd1EBpmLUXUfjYBzxpqermbc4ehQhzPSUEn2CNiSEXt2sgtN4rRo0PW8XlJOX4-dNvKCbDcpy68_4xHWTgDziWNbikH-n78_1ClKJ1KPQb53BDbtapnlQZaBYy2A-PT3YcR50&source=gbs_api
To Kill a Mockingbird,Harper Lee,qiCrCQAAQBAJ,2657,2020/06/30,,read,4,323.0,http://books.google.com/books/publisher/content?id=qiCrCQAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE7046WVsYkt9f5QUaMWLuz6x93849pUUXhNjS3sjnMTQIycrNcqcu61-6upFnurz1dlXWzxdRW_sAc3EAyK14io4gZJJelSb0EUOzRfsyEDVyEOxcfyDnRvQC71aT9P-18meJ59o&source=gbs_api
Of Human Bondage,W. Somerset Maugham,r_lyEAAAQBAJ,31548,2022/03/28,2023/01/14,read,5,684.0,http://books.google.com/books/publisher/content?id=r_lyEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73C3mu9VGyb-LDkafNtPxkne9tK7PoZnja4nMEpNs_jlLwuUMICUy1cBk9dQfeXmohENLJqqhiPdp_Nm4qbEr-OQpD_xHf77ZHdfs4nhYyC0UGOm7KBcyYw76k6fgLZokh4ePo2&source=gbs_api
Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,sJKoDAAAQBAJ,31170723,2022/01/12,2022/06/27,read,5,790.0,http://books.google.com/books/publisher/content?id=sJKoDAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72tEBh5CsGTz614QDqeOTxOzsSzphRMmoHSh86Pag3dy3n3kdX3viYSIT6DdWaP_GaZbvJmeFu5isdswCrq4YfULhS2ANwXMrrGEtVJh9y-TRh-mURxNhfRtiFxfg9DQY5svTc3&source=gbs_api
Bullshit Jobs: A Theory,David Graeber,co2RDwAAQBAJ,34466958,2022/06/29,2023/01/12,read,4,335.0,http://books.google.com/books/publisher/content?id=co2RDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72_u-PAT4jDte6cYFCns-VyHZIL60k9bdt8x0P52OLdVnVrqlNCpdnF-RqPFECpF8ltCEr-2fgEFUCQ5OtkMTRr6dsqEW-THIDS4bY-CQcrIIaoncDgnoLOSujYvsgFZi_O0EDt&source=gbs_api
Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,ZlU3DwAAQBAJ,34466963,2021/08/01,,read,5,368.0,http://books.google.com/books/publisher/content?id=ZlU3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70vOTft1QBCDrNtf9JAzANugDEquYtkZKzohzif7zFYnqYrSVBnQLIlR_6tBEHNaDvaWbR0e8VMXicvyeOx_6OuBJQZ4D5hOC0GsJnAFb3LF5uTTfIdyRcPZOCh94aOCii1mg6L&source=gbs_api
Infinite Jest,David Foster Wallace,9uXSayGPlgYC,6759,2022/03/17,2023/06/10,read,5,1088.0,http://books.google.com/books/content?id=9uXSayGPlgYC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71iXdZBYFQa7MuQ03rdCeN22j2OfsUpX0eoLBhGyqxAS7RHEOQiYvrZ03e5iiEc8W6Q7EkJgOwjB-zS-29_dIOxaE1yPZg3AJLbftsOfy24X_PIvk2u1TKqUaM61QEVCbWQhh2-&source=gbs_api
The Cossacks,Leo Tolstoy,ulRRDwAAQBAJ,17698,2021/04/06,,read,4,161.0,http://books.google.com/books/publisher/content?id=ulRRDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE732s_2Nv6Mdaf9gRPQ_ZFiXHQaIa2Bajz85m6IOu0pc4q34p8A1erEGTYKn7jh1mbzXWk0nFQYMTl-wm-z0wDQBAM8OEiDro2Uz5XRpgGh7jbIwtZGQ_k5ndb2iKLHvsy8dj9pq&source=gbs_api
Lonesome Traveller,Jack Kerouac,2HzaipxTHZ4C,247972,2021/02/10,,read,3,174.0,http://books.google.com/books/content?id=2HzaipxTHZ4C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71t_dS_lAhzwg_Ee66wykfemf2m9N1dRvLHflX8LvO1W72x5tQ5rYFewvTt0KrLa4JPk1QNFnGpS60Sq4BlIY7_hE_xLf_roWqslrpnrI5xOnJ-caS4e9t9250mxKzNI7DfBUCG&source=gbs_api
The First Third,Neal Cassady,x503EAAAQBAJ,6436376,2021/02/10,,read,3,222.0,http://books.google.com/books/publisher/content?id=x503EAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72DvIi8ZB21wDdRcufA6NNcSdOQefLRDXKdfHicmyeMDEYZGa-XXq2ut3ZntcbQ1xtOBHt7VKagw5KpnmWLHDHglkneHrg3rJxTyy3J1YXdvRmARAN-yFXoj0yG1t_fuHkC0p78&source=gbs_api
A Streetcar Named Desire and Other Plays,Tennessee Williams,KzazEAAAQBAJ,51210,2021/02/10,,read,4,313.0,http://books.google.com/books/publisher/content?id=KzazEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70Lgw3HadZqUn3GGxX8J69m8-VWCeYLZQ-uw1xuPEH6HKmD_aqc5BI9VenNP-FdKsYestO7FX5rz4R0a7p7GROJjMpFvD9uC5AUojyk8tnsH4DZcMVW5DHcfaiUHMZF06oX1lTB&source=gbs_api
Do Androids Dream of Electric Sheep?,Philip K. Dick,DX5aAAAAMAAJ,36402034,2021/02/10,,read,2,258.0,http://books.google.com/books/content?id=DX5aAAAAMAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70t1_-KwolBYnDUvXUMWHne4DUqnJC5uoP9yM51shJHsPACy-psR8aT5kK847ukzrwDcdg26ZfTAj9ZHOORExWgNrxegjXZQ9uMVBAF9w4Bp8dvMCFEyWmr1E2_gWL9Wp9ccPSu&source=gbs_api
Notes of a Dirty Old Man,Charles Bukowski,dYpu-5qN2swC,38502,2021/02/10,,read,4,204.0,http://books.google.com/books/content?id=dYpu-5qN2swC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71xt2L-ivEj8Kl6KVD9chSXW3U-BDzPM71GkLJYsELgfPU44ahi5Mm5Fggi_vygImsETVC_iqwtDmYJlpXhW2r5SXSVTJw8ldhDAGBDe2H9U9AsBqMN7E5aVveNvnYz1CKTkYeW&source=gbs_api
Tales of Ordinary Madness,Charles Bukowski,immu5IDUeXcC,38503,2021/02/10,,read,2,238.0,http://books.google.com/books/content?id=immu5IDUeXcC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71UI0K56_-WUiJbWpoJwDMfT8nis21n4f5EXBKKBiNYjcWe_htzvJlwGs0_hY0lU9r1ozQsBQjKhUwwwnTOI93ubGHyTa64BjSJLpUvOziYWEMX6_ZEKTV_Z4TbF8Kov52eRYNz&source=gbs_api
"Holidays in Hell: In Which Our Intrepid Reporter Travels to the World's Worst Places and Asks, ""What's Funny about This?""",P.J. O'Rourke,8ELEochuwQkC,126077,2021/02/10,,read,5,272.0,http://books.google.com/books/content?id=8ELEochuwQkC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70ayD9JjtcdgPWKWYuyK8y61C0_7hvI-De9Mvu6nevtjpk10cvju_YElvjbFxwo4gO-lkP2DFPJznSdFW1yaiwyt_0WRl3F7-NR-AwizNLuvCQpKKT65d5kvLxo89rudKImGod2&source=gbs_api
A-Z Great Modern Writers,Andy Tuohy,AsabBQAAQBAJ,28964226,2021/02/10,,read,3,224.0,http://books.google.com/books/publisher/content?id=AsabBQAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70w3OjfjinaWLDR3k8SV7Xa3M4-sk4Y5CYXI514eMXhxt6zYkLwCumMmWp7fIFaCT_SGE1DATbrVGiNkNAEeRwsklgHVqHbAR5FENeKhhc3vO-QZ8EVAz2DkKgLx2pZCN3u4OZH&source=gbs_api
2001: A Space Odyssey,Arthur C. Clarke,HtDpW3qwc88C,70535,2020/06/30,,read,3,297.0,http://books.google.com/books/content?id=HtDpW3qwc88C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71eXvtWFiQLPgJUPXEfhyTjItx_ApUwJA73QiJP8emj-XUm8Z7EXupfiOAyvRi9QzRhUyxINLIBeVVllr5K6T02H2Imqz2kJ3rh_aAHbYVTN3nFv6UizTnAmTVwV70zlZ3mk0bv&source=gbs_api
The Longest Journey,E.M. Forster,JROKDwAAQBAJ,3101,2021/02/10,,read,4,396.0,http://books.google.com/books/publisher/content?id=JROKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72OeNpUtUivaEppESEQMKhGE_td3vE-eooBrrID4yMhgK-LjBtyz0fedw893bp1Np_7y5WHK8PO8ht4j2jxyCr3wE25SpGe1s6FpbTA2-lAFzcLN4TEwP0BNtAl8pA4tp-It4y_&source=gbs_api
Justice: What's the Right Thing to Do?,Michael J. Sandel,wpNK0OEY0gYC,6452731,2023/01/15,2023/04/08,read,4,308.0,http://books.google.com/books/content?id=wpNK0OEY0gYC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71UxI_vwlbQn12frbztay5YnwTA541Zg2MYlqNFkoQVgf4kLYqkyxEErgFo6WC4NJFnO2cObfe4-I2EdG9Om4LrPLyT8LWX1xb6IPVTXt6SItWQYIROKXnqFzPe8xDnFg4hC2tw&source=gbs_api
As I Walked Out One Midsummer Morning,Laurie Lee,DRS7AwAAQBAJ,1019332,2021/02/10,,read,4,192.0,http://books.google.com/books/publisher/content?id=DRS7AwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE709_38_GtCU0Fru1a6OJ8dgrjSe9kijELKAFkE36IRn1yWXZAjbga3Y8HH_6mEl_CFcUjVkOql5C5ASIANjdImd_9JNEdqcrbJdSdSutnIR6pyRRm6Fri7lJYwHd6nbMZ_P7WcD&source=gbs_api
Brighton Rock,Graham Greene,AupU4dGrst0C,48862,2021/02/10,,read,2,269.0,http://books.google.com/books/content?id=AupU4dGrst0C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71Fd-y4OBWDLRjdvrnOlMLIxkCX2nQgkrYexgZ2LzEmjOu8FBhaUWEin0mzKVqNRVYLuhi1cced7Bgbr-L6XY09hvWdQchAR64EZaleySeBSTRcDoTEcAsVf2IiAOlEOnD99N3N&source=gbs_api
"Look Homeward, Angel",Thomas Wolfe,aWHrDwAAQBAJ,12448,2021/02/10,,read,3,544.0,http://books.google.com/books/publisher/content?id=aWHrDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70TKv3-ZlRZtFoJhPUc00a1vmrOYjY1F2UTjce41N4Q4IIWy4FJrV4tKXh9P0elWl7Vb7vE8uu5JuA0TOSlTRaKZX9x6Wazkx8K9BLLP0gg9dvXifEQy4ogc7PRRpz_31jIQ1r_&source=gbs_api
In Patagonia,Bruce Chatwin,lwY0bsk4tTcC,79909,2021/02/10,,read,3,199.0,http://books.google.com/books/content?id=lwY0bsk4tTcC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70EVpxKimGa6-LfR4BwwbPKl4VVlhv9WU1L9aZsGRvIlCsgF_y7Mlf65Ph38HCQT8Yg9jr8EDdpXzN4jnwSH-xXEv1WYwDxkYjpu1k_Mm-a3G8_SXsodtR2eRfLIIGxzHQb-A7J&source=gbs_api
"Who Are You Discovering Your Real Identity (Who Are You? Series, Pt. 1)",Chris  Butler,EIhcDwAAQBAJ,4679429,2021/04/06,,read,3,473.0,http://books.google.com/books/publisher/content?id=EIhcDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70iu2uxskUgKVtRW0EOuKwEJERRDBfxLJxaEczyaXJR3MAQXT1SpXMXHzjL4KnSoC3N6rizKErZn-gW2Yo8aBS7v4rf1SNKLvOmHY2qvzMf14wRfDGmlpcl_5kbzS7lXT9wQq3c&source=gbs_api
"Trainspotting (Mark Renton, #2)",Irvine Welsh,Nac7DgAAQBAJ,135836,2021/02/10,,read,4,431.0,http://books.google.com/books/publisher/content?id=Nac7DgAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73pg-dBy1v8psp2Q31cnF6e8Ocs7W_uhqsNO3XSX6lPRvzwrkLnXAGA2pck15BP7xayHcTOeAUng5F_iJ7N2ssizz6L8cqZr6JlaEBDrPwGnDOy4NiRmxVlPkytjk3_1KOE3Rxb&source=gbs_api
Ecstasy,Irvine Welsh,2kOV0ImUpLMC,135840,2021/02/10,,read,4,352.0,http://books.google.com/books/content?id=2kOV0ImUpLMC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71rqTYpAZGT7ONvMDoWRpj7YqjuULzqM6LMrjPCguLdqJ_sIG8FIkKKok4pkSucoFhRhXL-8HMK9NVjqLWDc2ZWxYT_a2dQ4pUSpqAYca3eCIw46dB05yOvHMi5t1K75Ts7IPkl&source=gbs_api
A History of Latin America,George Pendle,iBsmbQCZtrAC,1665639,2021/02/10,,read,4,272.0,http://books.google.com/books/content?id=iBsmbQCZtrAC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72tBbidweWCtK-B7sqoKQ9iuGCSMmo6kqmoekWlUyncRvFn1KuqWfgQajIdZi6VfHxq9GP__qCFswwWuWvvKPn-RcE7JEMgRa1pLCJxbkdtIZHZooworjfCyX8Cqn_mHEn2eK9Q&source=gbs_api
Unknown Pleasures: Inside Joy Division,Peter Hook,u-1KBxY7EJ4C,15818498,2021/02/10,,read,5,416.0,http://books.google.com/books/content?id=u-1KBxY7EJ4C&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE739AEFMVrxk-fUq0u18giEUcHml2kYLW_FH-zWzF659C6rPS2RLpPz32gVvUoQCc8_GBfZ1t8Nst5zf6zhVs6VYCwooHY3nFAQkbnwCH518zQxv2RnlDp4po_K4dsY1ngpZQ9C8&source=gbs_api
Inside Out: A Personal History of Pink Floyd,Nick Mason,u6NMMQAACAAJ,265734,2021/02/10,,read,5,360.0,http://books.google.com/books/content?id=u6NMMQAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70KQfa1CX_SADgcg2rWX1jA46XGMBg1nGel1YoXVmQimoQu8N2XpxAW_8EtdEM7OIGdHTIKDBeKh0EYgqRoRu33PuyC9MtYuU40k0hKhRNvdsZhWXlGPbs8ANTihw83d6o6-K_S&source=gbs_api
Flesh in Armour: A Novel (The Joseph M. Bruccoli Great War Series),Leonard Mann,idFCKA2Gso0C,4695480,2021/02/10,,read,4,349.0,http://books.google.com/books/content?id=idFCKA2Gso0C&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72snDtZIQtWYSAyOk4VcNf0FHFpKvECFmQCk2pkhyTRL-XUnsf6Yb6iichsDf5hdaKqcPK3MccvOsDecD6Rtr4k8OzznbJFrI7PW7xVQ4W-cEwAHHiQO2LdaLRd5IoRYdgddrbh&source=gbs_api
For Whom the Bell Tolls,Ernest Hemingway,TdVQAQAAQBAJ,46170,2021/02/10,,read,5,471.0,http://books.google.com/books/publisher/content?id=TdVQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72p11WBEC_1GiGfjqDd0PT2fCvsNJnSd8ccldIdQjMyMEykFt7tW-P98kItiXXn9tLAOMADevDkY9rIBhWDJVbgXrCrbpwD2PlSeTkrAMoAVU_Txiz202LJuMbQkGKUeXW77ezk&source=gbs_api
Homage to Catalonia,George Orwell,Ja9fEAAAQBAJ,9646,2021/02/10,,read,4,232.0,http://books.google.com/books/publisher/content?id=Ja9fEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71FsalxMuz4_wum7w4-duJtMYscwde1jsJlHKFLZwivd_dkIWYZIrnHB-CCRXqhcbhOPSymfGm90wHrwtQQ9CY_Z5FY5ZUDKnLOmsvgvY8dVx-DoktiIcSTK-nbdGzbz_VSdV8h&source=gbs_api
Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,fUVdEAAAQBAJ,60321447,2023/09/25,2023/10/05,read,5,464.0,http://books.google.com/books/publisher/content?id=fUVdEAAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72IGlNz2egfxlUm7k8O66tNSa1tgFWGaryReygP6SpAhGSmdAzb6Qe_L4knyTn6rofrBnPPCAa9UGzxDMCs9sGDX9mEP7VlU2MC0hLxKMkze_IyZsO4JffiPV727EcncJ_piJoH&source=gbs_api
Arrival and Departure,Arthur Koestler,G7SEPYMUbWMC,1714864,2021/02/10,,read,4,190.0,http://books.google.com/books/content?id=G7SEPYMUbWMC&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71WqzV4E3iH7tMG4-_cP6F-7jOPx2vkePDQVjomQNV8S-kdpudW67Gl1WltIaiYdEGUQpfVrpKDKKQ7DZxLTsaBKrJZrt5OiHo4arnch7-BNpbwG-IoY2RjhnPzlwoJdiYvqjpQ&source=gbs_api
