Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17801,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,"Murakami, Haruki","Alfred Birnbaum, Philip Gabriel","=""""","=""""",0,3.90,Vintage,Paperback,309,2003,1997,,2023/04/09,to-read,to-read (#137),to-read,,,,0,0
17736859,"The Story of the Human Body: Evolution, Health, and Disease",Daniel E. Lieberman,"Lieberman, Daniel E.",,"=""0307907414""","=""9780307907417""",0,4.26,Vintage,ebook,480,2013,2013,,2023/04/08,to-read,to-read (#136),to-read,,,,0,0
49358915,Exercised: Why Something We Never Evolved to Do Is Healthy and Rewarding,Daniel E. Lieberman,"Lieberman, Daniel E.",,"=""1524746983""","=""9781524746988""",0,4.18,Pantheon,Hardcover,464,2021,2021,,2023/04/08,to-read,to-read (#135),to-read,,,,0,0
24612127,Reclaiming Conversation: The Power of Talk in a Digital Age,Sherry Turkle,"Turkle, Sherry",,"=""1594205558""","=""9781594205552""",0,3.82,Penguin Press,Hardcover,448,2015,2015,,2023/04/04,to-read,to-read (#134),to-read,,,,0,0
18339944,A Philosophy of Walking,Frédéric Gros,"Gros, Frédéric","Clifford Harper, John Howe","=""1781682704""","=""9781781682708""",0,3.76,Verso,Hardcover,228,2014,2009,,2023/04/02,to-read,to-read (#133),to-read,,,,0,0
120586,Solitude: A Return to the Self,Anthony Storr,"Storr, Anthony",,"=""0743280741""","=""9780743280747""",0,3.89,Free Press,Paperback,216,2005,1988,,2023/04/02,to-read,to-read (#132),to-read,,,,0,0
31451193,Lead Yourself First: Inspiring Leadership Through Solitude,Raymond M. Kethledge,"Kethledge, Raymond M.","Michael S. Erwin, Jim Collins","=""1632866315""","=""9781632866318""",0,3.75,Bloomsbury USA,Hardcover,240,2017,,,2023/04/02,to-read,to-read (#131),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",4,4.36,Harper Business,Hardcover,274,2016,2016,2023/03/30,2023/02/19,,,read,,,,1,0
17125,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Ronald Hingley, H.T. Willetts, Leopold Labedz, Max Hayward","=""""","=""""",4,3.98,"Farrar, Straus and Giroux",Paperback,182,2005,1962,2023/03/30,2020/06/30,,,read,,,,1,0
64492,Fires on the Plain,Shōhei Ōoka,"Ōoka, Shōhei",Ivan Morris,"=""0804813795""","=""9780804813792""",4,3.98,Tuttle Publishing,Paperback,246,2001,1951,2023/03/21,2022/03/24,,,read,,,,1,0
57220273,The Story of Work: A New History of Humankind,Jan Lucassen,"Lucassen, Jan",,"=""0300256795""","=""9780300256796""",0,3.53,Yale University Press,Hardcover,544,2021,2021,,2023/03/15,to-read,to-read (#130),to-read,,,,0,0
457228,Butcher's Crossing,John  Williams,"Williams, John",Michelle Latiolais,"=""1590171985""","=""9781590171981""",4,4.17,New York Review Books,Paperback,274,2007,1960,2023/03/12,2023/02/27,,,read,,,,1,0
747651,Harp of Burma (Tuttle Classics),Michio Takeyama,"Takeyama, Michio",Howard Hibbett,"=""0804802327""","=""9780804802321""",0,3.73,Tuttle Publishing,Paperback,132,1989,1959,,2023/03/10,to-read,to-read (#129),to-read,,,,0,0
26085732,Solitude: A Singular Life in a Crowded World,Michael  Harris,"Harris, Michael",,"=""1847947654""","=""9781847947659""",0,3.68,Random House Export Editions,Paperback,256,2017,2017,,2023/03/06,to-read,to-read (#128),to-read,,,,0,0
408862,The Golden Bough,James George Frazer,"Frazer, James George",,"=""0684826305""","=""9780684826301""",0,4.03,Touchstone,Paperback,880,1995,1890,,2023/03/01,to-read,to-read (#127),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",5,4.33,New York Review Books,Paperback,288,2006,1965,2023/02/28,2023/02/27,,,read,This blew my fucking mind.,,,1,0
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,"Wolfe, Tom",,"=""0553380648""","=""9780553380644""",0,3.92,Bantam,Paperback,416,1999,1968,,2023/02/22,to-read,to-read (#126),to-read,,,,0,0
12387609,Jack Kerouac,Ann Charters,"Charters, Ann",,"=""""","=""""",5,4.10,,,,1973,1973,2023/02/22,2023/02/16,,,read,,,,1,0
147487,George Orwell: A Life,Bernard Crick,"Crick, Bernard",,"=""0140058567""","=""9780140058567""",0,4.05,Penguin Books,Paperback,672,1982,1980,,2023/02/21,to-read,to-read (#125),to-read,,,,0,0
161037,Lanark,Alasdair Gray,"Gray, Alasdair",Janice Galloway,"=""184195120X""","=""9781841951201""",4,4.10,Canongate Books Ltd,Hardcover,560,2003,1981,2023/02/19,2023/01/17,,,read,,,,1,0
260785,Go,John Clellon Holmes,"Holmes, John Clellon",,"=""0141188391""","=""9780141188393""",0,3.80,Penguin Modern Classics,Paperback,352,2006,1952,,2023/02/18,to-read,to-read (#124),to-read,,,,0,0
227113,Walking,Henry David Thoreau,"Thoreau, Henry David",,"=""1596058811""","=""9781596058811""",0,3.77,Cosimo Classics,Paperback,60,2006,1861,,2023/02/17,to-read,to-read (#123),to-read,,,,0,0
16900,Civil Disobedience and Other Essays,Henry David Thoreau,"Thoreau, Henry David",,"=""1420925229""","=""9781420925227""",0,4.06,Digireads.Com,Paperback,188,2005,1866,,2023/02/17,to-read,to-read (#122),to-read,,,,0,0
27485,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,"Perel, Esther",,"=""0060753633""","=""9780060753634""",4,4.17,Harper,Hardcover,272,2006,2006,2023/02/16,2023/01/25,,,read,,,,1,0
37380,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""0618084746""","=""9780618084746""",0,3.99,HOUGHTON MIFFLIN,Paperback,359,2000,1940,,2023/02/11,to-read,to-read (#121),to-read,,,,0,0
821834,Why Read?,Mark Edmundson,"Edmundson, Mark",,"=""1582346089""","=""9781582346083""",0,3.69,Bloomsbury USA,Paperback,160,2005,2004,,2023/02/10,to-read,to-read (#120),to-read,,,,0,0
53085,A History of Reading,Alberto Manguel,"Manguel, Alberto",,"=""0140166548""","=""9780140166545""",0,3.98,Penguin Books,Paperback,372,1997,1996,,2023/02/10,to-read,to-read (#119),to-read,,,,0,0
7437,Naked Lunch,William S. Burroughs,"Burroughs, William S.","James Grauerholz, Barry Miles","=""0802140181""","=""9780802140180""",3,3.46,Grove Press,Paperback,289,2004,1959,2023/02/07,2023/01/30,,,read,,,,1,0
46087,The White Hotel,D.M. Thomas,"Thomas, D.M.",,"=""0753809257""","=""9780753809259""",0,3.85,Phoenix Press,Paperback,240,1999,1981,,2023/02/04,to-read,to-read (#118),to-read,,,,0,0
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",4,3.93,Penguin Books Ltd. (London),Paperback,608,2005,2004,2023/02/04,2023/01/17,,,read,,,,1,0
9283648,Slouching Towards Utopia: An Economic History of the Twentieth Century,J. Bradford DeLong,"DeLong, J. Bradford",,"=""0465019595""","=""9780465019595""",0,3.95,Basic Books,Hardcover,624,2022,2022,,2023/02/02,to-read,to-read (#117),to-read,,,,0,0
18774981,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""1451636016""","=""9781451636017""",0,3.91,Simon & Schuster,Hardcover,256,2014,2014,,2023/02/01,to-read,to-read (#116),to-read,,,,0,0
8412068,A New History of Western Philosophy,Anthony Kenny,"Kenny, Anthony",,"=""0199589887""","=""9780199589883""",0,4.22,Oxford University Press,Hardcover,1058,2010,2007,,2023/02/01,to-read,to-read (#115),to-read,,,,0,0
3087,A Room with a View,E.M. Forster,"Forster, E.M.",,"=""1420925431""","=""9781420925432""",3,3.90,Digireads.Com,Paperback,119,2005,1908,2023/01/30,2023/01/08,,,read,3.5,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2023/01/28,to-read,to-read (#114),to-read,,,,0,0
50403472,Blockchain Chicken Farm: And Other Stories of Tech in China's Countryside,Xiaowei Wang,"Wang, Xiaowei",,"=""0374538662""","=""9780374538668""",0,4.02,FSG Adult,Paperback,256,2020,2020,,2023/01/28,to-read,to-read (#113),to-read,,,,0,0
58420959,Adrift in Melbourne,Robyn Annear,"Annear, Robyn",,"=""1922330973""","=""9781922330970""",0,4.28,Text Publishing,Hardcover,288,2021,2021,,2023/01/26,to-read,to-read (#112),to-read,,,,0,0
633484,Carpentaria,Alexis Wright,"Wright, Alexis",,"=""""","=""""",0,3.70,Giramondo,Paperback,520,2006,2006,,2023/01/26,to-read,to-read (#111),to-read,,,,0,0
596778,The Way of the World,Nicolas Bouvier,"Bouvier, Nicolas","Robyn Marsack, Patrick Leigh Fermor","=""091039587X""","=""9780910395878""",0,4.15,The Marlboro Press,Paperback,309,1994,1963,,2023/01/23,to-read,to-read (#110),to-read,,,,0,0
17802957,A Little History of Literature (Little Histories),John Sutherland,"Sutherland, John",,"=""0300186851""","=""9780300186857""",0,3.86,Yale University Press,Hardcover,276,2013,2013,,2023/01/23,to-read,to-read (#109),to-read,,,,0,0
547094,I Am Legend and Other Stories,Richard Matheson,"Matheson, Richard",,"=""031286504X""","=""9780312865047""",4,4.00,Orb Books,Paperback,317,1997,1954,,2023/01/23,,,read,,,,1,0
43183121,The Science of Storytelling,Will Storr,"Storr, Will",,"=""""","=""""",0,4.06,William Collins,Kindle Edition,144,2019,2019,,2023/01/23,to-read,to-read (#108),to-read,,,,0,0
58085251,"Index, A History of the: A Bookish Adventure from Medieval Manuscripts to the Digital Age",Dennis Duncan,"Duncan, Dennis",,"=""1324002549""","=""9781324002543""",0,3.68,W. W. Norton & Company,Hardcover,343,2022,2021,,2023/01/23,to-read,to-read (#107),to-read,,,,0,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",Eudora Welty,"=""""","=""""",3,3.80,Harvest Books,Paperback,209,1989,1927,2023/01/22,2022/04/10,,,read,,,,1,0
7629,The Good Soldier Švejk,Jaroslav Hašek,"Hašek, Jaroslav","Josef Lada, Cecil Parrott","=""""","=""""",2,4.09,Penguin Classics,Paperback,752,2005,1921,2022/09/11,2022/01/05,,,read,,,,2,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",2,3.93,Scribner,Paperback,180,1925,1925,2022/01/19,2022/01/16,,,read,,,,1,0
50140,Big Sur,Jack Kerouac,"Kerouac, Jack",Aram Saroyan,"=""0140168125""","=""9780140168129""",2,3.84,Penguin Books,Paperback,256,1992,1962,2022/03/15,2022/03/09,,,read,,,,1,0
531262,A Handful of Dust,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926051""","=""9780316926058""",4,3.90,Back Bay Books,Paperback,308,1999,1934,2023/01/21,2022/05/04,,,read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.95,Random House,Paperback,321,1997,1997,,2023/01/18,to-read,to-read (#106),to-read,,,,0,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",0,4.27,NYRB Classics,Paperback,104,2005,1942,,2023/01/17,to-read,to-read (#105),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",0,4.12,Waking Lion Press,Paperback,86,2006,1886,,2023/01/14,to-read,to-read (#104),to-read,,,,0,0
31548,Of Human Bondage,W. Somerset Maugham,"Maugham, W. Somerset","Maeve Binchy, Benjamin DeMott","=""0451530179""","=""9780451530172""",5,4.14,Signet,Mass Market Paperback,684,2007,1915,2023/01/14,2022/03/28,,,read,,,,1,0
18839,Orlando,Virginia Woolf,"Woolf, Virginia","Sandra M Gilbert, Brenda Lyons","=""0141184272""","=""9780141184272""",0,3.87,Modern Classics,Paperback,336,2000,1928,,2023/01/14,to-read,to-read (#103),to-read,,,,0,0
17286667,On the Trail of Genghis Khan: An Epic Journey Through the Land of the Nomads,Tim Cope,"Cope, Tim",,"=""1608190722""","=""9781608190720""",0,4.13,Bloomsbury USA,Hardcover,528,2013,2013,,2023/01/14,to-read,to-read (#102),to-read,,,,0,0
646175,Modern Man in Search of a Soul,C.G. Jung,"Jung, C.G.","W.S. Dell, Cary F. Baynes","=""0156612062""","=""9780156612067""",0,4.20,Harcourt ,Paperback,244,1955,1931,,2023/01/13,to-read,to-read (#101),to-read,,,,0,0
18765,"I, Claudius (Claudius, #1)",Robert Graves,"Graves, Robert",,"=""067972477X""","=""9780679724773""",0,4.24,Vintage,Paperback,468,1989,1934,,2023/01/13,to-read,to-read (#100),to-read,,,,0,0
34466958,Bullshit Jobs: A Theory,David Graeber,"Graeber, David",,"=""150114331X""","=""9781501143311""",4,4.04,Simon & Schuster,Hardcover,335,2018,2018,2023/01/12,2022/06/29,,,read,,,,1,0
78024,And Quiet Flows the Don,Mikhail Sholokhov,"Sholokhov, Mikhail",,"=""0460878905""","=""9780460878906""",0,4.11,Dent,Paperback,1408,1996,1928,,2023/01/12,to-read,to-read (#99),to-read,,,,0,0
18740986,Inventing the Individual: The Origins of Western Liberalism,Larry Siedentop,"Siedentop, Larry",,"=""0713996447""","=""9780713996449""",4,4.09,Allen Lane,Hardcover,416,2014,2014,2023/01/11,2022/11/22,,,read,,,,1,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.99,Harcourt,Paperback,204,2002,1961,,2023/01/10,to-read,to-read (#98),to-read,,,,0,0
20943,How to Read and Why,Harold Bloom,"Bloom, Harold",,"=""0684859076""","=""9780684859071""",0,3.60,Scribner,Paperback,288,2001,2000,,2023/01/10,to-read,to-read (#97),to-read,,,,0,0
512088,Genius: A Mosaic of One Hundred Exemplary Creative Minds,Harold Bloom,"Bloom, Harold",,"=""0446691291""","=""9780446691291""",0,3.91,Warner,Paperback,814,2003,2002,,2023/01/10,to-read,to-read (#96),to-read,,,,0,0
415,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.00,Penguin Books,Paperback,776,2006,1973,,2023/01/08,to-read,to-read (#95),to-read,,,,0,0
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""0679772871""","=""9780593688137""",5,4.12,Vintage,Kindle Edition,706,1996,1924,2023/01/05,2022/12/07,,,read,"A book replete with ideas, Mann is a craftsmen in creating an environment that constantly verges on the absurd and the real.  As we follow Hans Castorp we are introduced to situations and characters that resemble a Studio Ghibiri film and ideas that must've been widely discussed during the intellectual ferment that precipitated the Great War.  Given Mann's revision of the novel following the catastrophe, we can witness Mann's critique of the hubris that pervaded Europe's intellectual elite and educated middle class. It reminds one of Hesse in his condemnation of the 'bourgeoisie' but in Mann's sense it feels more like a pointed attack on how self indulgent intellectual babble can be meaningless and pernicious enough to condemn millions of men to their death.  Whenever Mann paints an image of the sanatorium and its zanny character's, it invokes a surrealism, a strange blend of reality and dreamscape; time feels distorted, the weather defies seasonal convention, people behave strangely in public and no one bats an eye. There are times when the novel carries on, Mann seems to enjoy verbosity and it is hard not to feel like he's doing it for humours sake.  But I enjoyed it.  It's funny when someone describes at length a year as being a complicated arrangement of the earth orbiting the sun.  The final chapter tied everything together.  In contrasting the brutality of WWI with our bashful  'good engineer' and his playful residence, one can appreciate the tragedy of idealism crushed by reality. How the self-assured, overconfident middle class and their abstract ideas on politics, society and philosophy could cause a militarism that resulted in unprecedented violence.  Perhaps there is a moral in The Magic Mountain that is relevant to our times.  As a newbie to German literary classics, this book makes me want to dig deeper into the canon, I loved it.",,,1,0
42201448,The Well-Gardened Mind: The Restorative Power of Nature,Sue Stuart-Smith,"Stuart-Smith, Sue",,"=""1476794464""","=""9781476794464""",4,4.14,Scribner,Hardcover,352,2020,2020,2023/01/05,2022/07/05,,,read,,,,1,0
18414,Utopia,Thomas More,"More, Thomas",Paul Turner,"=""0140449108""","=""9780140449105""",4,3.55,Penguin Classics,Paperback,163,2003,1516,2023/01/05,2023/01/03,,,read,,,,1,0
790171,Kon-Tiki,Thor Heyerdahl,"Heyerdahl, Thor",,"=""0671726528""","=""9780671726522""",4,4.15,Rand McNally,Paperback,240,1990,1948,2023/01/05,2022/12/03,,,read,,,,1,0
359194,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,"Zimbardo, Philip G.",,"=""1400064112""","=""9781400064113""",0,3.91,Random House,Hardcover,551,2007,2007,,2023/01/04,to-read,to-read (#94),to-read,,,,0,0
9443405,The Pale King,David Foster Wallace,"Wallace, David Foster",,"=""0316074233""","=""9780316074230""",0,3.97,"Little, Brown & Company",Hardcover,548,2011,2011,,2022/12/30,to-read,to-read (#93),to-read,,,,0,0
41433634,"Heroes: Mortals and Monsters, Quests and Adventures (Stephen Fry's Great Mythology, #2)",Stephen Fry,"Fry, Stephen",,"=""0241380375""","=""9780241380376""",4,4.31,Michael Joseph,Paperback,415,2018,2018,2022/12/21,2022/07/03,,,read,,,,1,0
18667892,"Happiness by Design: Change What You Do, Not How You Think",Paul Dolan,"Dolan, Paul",Paul Dolan,"=""159463243X""","=""9781594632433""",0,3.60,Avery,Hardcover,256,2014,2014,,2022/12/17,to-read,to-read (#92),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,4.26,Michael Joseph,Hardcover,416,2017,2017,2022/08/11,2022/07/03,,,read,A trip through the Greek mythical pantheon that provided a good foundation to all the myths that are alluded to in the classics as well as the etymology of the English language.  I enjoyed Frys focus on the Greeks celebration of gender fluidity and sexual orientation.,,,1,0
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",3,4.16,Penguin Books Ltd,Paperback,246,2000,1962,2022/12/03,2022/11/20,,,read,,,,1,0
23719305,How Emotions Are Made: The Secret Life of the Brain,Lisa Feldman Barrett,"Barrett, Lisa Feldman",,"=""0544133315""","=""9780544133310""",3,4.10,Houghton Mifflin Harcourt,Hardcover,425,2017,2017,2022/12/03,2022/06/02,,,read,,,,1,0
408204,"Ideas: A History of Thought and Invention, from Fire to Freud",Peter Watson,"Watson, Peter",,"=""0060935642""","=""9780060935641""",5,4.36,Harper Perennial,Paperback,852,2006,2005,2022/11/23,2022/08/05,,,read,,,,1,0
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",4,4.32,Doubleday Books,Hardcover,450,2019,2019,2022/11/20,2022/07/03,,,read,,,,1,0
12451,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe,"Wolfe, Thomas",Pat Conroy,"=""0684867850""","=""9780684867854""",5,4.21,Scribner,Hardcover,896,1999,1935,2022/11/20,2022/01/05,,,read,,,,1,0
326148,A History of Mathematics,Carl B. Boyer,"Boyer, Carl B.","Uta C. Merzbach, Isaac Asimov","=""0471543977""","=""9780471543978""",0,4.08,Wiley,Paperback,736,1991,1968,,2022/10/31,to-read,to-read (#91),to-read,,,,0,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",5,4.41,Viking,Hardcover,464,2014,2014,2022/10/13,2022/04/06,,,read,,,,1,0
32905382,The Unwomanly Face of War: An Oral History of Women in World War II,Svetlana Alexievich,"Alexievich, Svetlana","Richard Pevear, Larissa Volokhonsky","=""""","=""""",4,4.51,Random House,Hardcover,331,2017,1983,2022/10/09,2022/10/03,,,read,,,,1,0
42194293,Stalingrad,Vasily Grossman,"Grossman, Vasily","Robert Chandler, Elizabeth Chandler","=""1681373270""","=""9781681373270""",4,4.28,NYRB Classics,Paperback,1088,2019,1952,2022/10/03,2022/09/26,,,read,,,,1,0
550840,"The Age of Revolution, 1789–1848",Eric J. Hobsbawm,"Hobsbawm, Eric J.",,"=""0679772537""","=""9780679772538""",0,4.21,Vintage,Paperback,356,1996,1962,,2022/09/26,to-read,to-read (#90),to-read,,,,0,0
6411016,Matterhorn,Karl Marlantes,"Marlantes, Karl",,"=""0979528534""","=""9780979528538""",5,4.25,El Leon Literary Arts,Paperback,663,2009,2010,2022/09/26,2022/04/05,,,read,,,,1,0
58986869,The Rise and Fall of the Neoliberal Order: America and the World in the Free Market Era,Gary Gerstle,"Gerstle, Gary",,"=""0197519644""","=""9780197519646""",0,4.20,Oxford University Press,Hardcover,432,2022,,,2022/09/23,to-read,to-read (#89),to-read,,,,0,0
54976983,Finding the Mother Tree: Discovering the Wisdom of the Forest,Suzanne Simard,"Simard, Suzanne",,"=""052565609X""","=""9780525656098""",0,4.23,Knopf,Hardcover,348,2021,2021,,2022/09/22,to-read,to-read (#88),to-read,,,,0,0
127227,The Human Condition,Hannah Arendt,"Arendt, Hannah",Margaret Canovan,"=""0226025985""","=""9780226025988""",0,4.22,The University of Chicago Press,Paperback,349,1998,1958,,2022/01/04,to-read,to-read (#87),to-read,,,,0,0
343881,Cloudstreet,Tim Winton,"Winton, Tim",,"=""0743234413""","=""9780743234412""",0,4.01,Scribner,Paperback,426,2002,1991,,2022/03/28,to-read,to-read (#86),to-read,,,,0,0
57933312,"How Minds Change: The Surprising Science of Belief, Opinion, and Persuasion",David McRaney,"McRaney, David",,"=""0593190297""","=""9780593190296""",0,4.16,Portfolio,Hardcover,352,2022,2022,,2022/09/11,to-read,to-read (#85),to-read,,,,0,0
59088361,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Steve Magness,"Magness, Steve",,"=""006309861X""","=""9780063098619""",0,3.89,HarperOne,Hardcover,320,2022,,,2022/09/11,to-read,to-read (#84),to-read,,,,0,0
34346697,Depends What You Mean By Extremist,John Safran,"Safran, John",,"=""1926428773""","=""9781926428772""",4,3.94,Hamish Hamilton,Paperback,304,2017,2017,2022/09/11,2022/09/06,,,read,,,,2,0
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",0,4.23,"Farrar, Straus and Giroux",Hardcover,273,2021,2021,,2022/09/07,to-read,to-read (#83),to-read,,,,0,0
60018587,Good Arguments: How Debate Teaches Us to Listen and Be Heard,Bo Seo,"Seo, Bo",,"=""0593299515""","=""9780593299517""",0,3.66,Penguin Press,Hardcover,352,2022,,,2022/09/07,to-read,to-read (#82),to-read,,,,0,0
31837,The Consolation of Philosophy,Boethius,"Boethius, Boethius",Victor  Watts,"=""0140447806""","=""9780140447804""",3,4.02,Penguin Classics,Paperback,155,1999,524,2022/09/06,2022/01/05,,,read,,,,1,0
48889983,Calling Bullshit: The Art of Skepticism in a Data-Driven World,Carl T. Bergstrom,"Bergstrom, Carl T.",Jevin D. West,"=""0525509186""","=""9780525509189""",5,4.13,Random House,Hardcover,336,2020,2020,2022/09/06,2022/01/12,,,read,,,,1,0
9553383,A History of the World in 100 Objects,Neil MacGregor,"MacGregor, Neil",,"=""1846144132""","=""9781846144134""",5,4.20,Allen Lane,Hardcover,707,2010,2010,2022/09/06,2022/08/24,,,read,,,,1,0
53487237,"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life",George Saunders,"Saunders, George",,"=""""","=""""",4,4.54,Random House,Kindle Edition,403,2021,2021,2022/09/06,2022/07/12,,,read,,,,1,0
129909,The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook,Bruce D. Perry,"Perry, Bruce D.",Maia Szalavitz,"=""0465056520""","=""9780465056521""",4,4.58,Basic Books,Hardcover,288,2007,2007,2022/09/06,2022/08/25,,,read,,,,1,0
11324722,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",Simona Drelciuc,"=""""","=""""",0,4.20,Pantheon,Hardcover,419,2012,2012,,2022/09/06,to-read,to-read (#81),to-read,,,,0,0
23132200,I Think You'll Find It's a Bit More Complicated Than That,Ben Goldacre,"Goldacre, Ben",,"=""0007462484""","=""9780007462483""",0,4.04,Fourth Estate Ltd,Paperback,400,2014,2014,,2022/09/06,to-read,to-read (#80),to-read,,,,0,0
156462,Emotions Revealed: Recognizing Faces and Feelings to Improve Communication and Emotional Life,Paul Ekman,"Ekman, Paul",,"=""080507516X""","=""9780805075168""",0,4.03,Henry Holt and Co.,Paperback,304,2004,2003,,2022/08/27,to-read,to-read (#79),to-read,,,,0,0
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",0,4.17,Basic Books,Hardcover,448,2019,2019,,2022/08/24,to-read,to-read (#78),to-read,,,,0,0
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,"Penrose, Roger",,"=""0679776311""","=""9780679776314""",0,4.14,Vintage,Paperback,1099,2007,2004,,2022/08/24,to-read,to-read (#77),to-read,,,,0,0
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",4,4.21,Viking,Hardcover,576,2018,2018,2022/08/01,2022/07/07,,,read,"Pinker proves himself to be a well articulated and brilliant thinker, it was refreshing to read a popular science book, written by an academic that didn't descend into self indulgent intellectual prose, content or vocabulary, in fact Pinker seems to oppose such behaviour as he  critiques the hubristic intellectual elite (mainly in America) that act as experts but fail to explain their domains with lucidity.  It felt like I'd met a kindred spirit, as I was reminded on the frustrating experience of going through university and having to read academic papers (from the sciences and humanities) that were written poorly and seemed to be self congratulatory on how complicated their subject matter was.  Pinker does a good job in substantiating the perspective that the world has improved much more than people think, but it at times feels a little one sided as we are shown a slew of graphs and stats that only assist his argument.  The last three chapters were my favourite.  Pinkers commentary on the intellectual left and populist right are clear and insightful and he gives us reason to believe in the merit of ideas and values that materialised in the enlightenment.  He also gives a refreshing perspective on opposing the trite romanticism that attempts to overthrow reason and constructive progress by appealing to emotion and calling on the 'dire need' for the human spirit to over throw the shackles of modernity.  I've definitely fallen prey to this way of thinking, attracted to the self righteous, artificial profundity bereft of originality which only really stirs the brewing shitpot of passionate, illogical opinion. That being said, Pinker is not some  science-will-fix-all rationalist that curb stomps the arts, he celebrates painters, writers and celebrates the human spirit as a humanist.  This is why I think he is a brilliant thinker, he can write well, provides a balanced argument and gives good reason to believe that our belief systems inherited from the enlightenment are (and continue to be) worth keeping.",,,1,0
38505,Hollywood (Spanish Edition),Charles Bukowski,"Bukowski, Charles",Cecilia Ceriani,"=""843391426X""","=""9788433914262""",3,3.81,Editorial Anagrama,Mass Market Paperback,320,2006,1989,2022/08/01,2022/07/09,,,read,"Likely to be Bukowski's tamest novel, we are granted an insiders eye into the wild whimsical world of Hollywood.  We encounter ridiculous situations where spoiled artists have allowed praise to drive their ego to disportionate sizes.  As usual the novel follows real events and people that have been masked with pseudonyms, so part of the joy is uncovering the faces and discovering how creative celebrities acted terribly at vain West Coast parties.  I guess, Bukowski fans would say this novel lacks his typical fire, grit, desperation and rage but I think it was nice to read a novel that didn't wallow in misery and misfortune.  He seems to have reached an age or level of comfort that enabled him to relax, and it's reflected in his writing. Overall, a fun book, something to kick back and relax to whilst nursing a hangover on a Sunday.",,,1,0
