Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
33121747,The Barefoot Investor: The Only Money Guide You'll Ever Need,Scott Pape,"Pape, Scott",,"=""""","=""""",4,4.39,Wiley,Kindle Edition,298,2019,2016,,2023/12/09,to-read,to-read (#302),to-read,,,,0,0
60644838,When McKinsey Comes to Town,Walt Bogdanich,"Bogdanich, Walt",Michael Forsythe,"=""1847926258""","=""9781847926258""",0,3.80,Doubleday,Hardcover,368,2022,2022,,2023/12/13,to-read,to-read (#305),to-read,,,,0,0
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,"Stanley, Thomas J.",William D. Danko,"=""0671015206""","=""9780671015206""",0,4.07,Gallery Books,Paperback,258,1998,1995,,2023/12/11,to-read,to-read (#304),to-read,,,,0,0
48829,Affluenza: The All-Consuming Epidemic,John De Graaf,"Graaf, John De","David Wann, Thomas H Naylor, David Horsey","=""1576753573""","=""9781576753576""",0,3.77,Berrett-Koehler Publishers,Paperback,288,2005,2001,,2023/12/10,to-read,to-read (#303),to-read,,,,0,0
40591670,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,"Sethi, Ramit",,"=""1523505745""","=""9781523505746""",4,4.17,Workman Publishing Company,Paperback,352,2019,2009,2023/12/08,2023/11/07,,,read,"75% worthwhile, 25% cringe",,,1,0
3344411,Every Man Dies Alone,Hans Fallada,"Fallada, Hans","Michael Hofmann, Geoff Wilkes","=""1933633638""","=""9781933633633""",0,4.25,Melville House,Hardcover,543,2009,1947,,2023/04/28,currently-reading,currently-reading (#12),currently-reading,,,,1,0
21913812,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,"=""1451697384""","=""9781451697384""",0,4.16,Simon & Schuster,Hardcover,576,2014,2014,,2023/11/28,currently-reading,currently-reading (#11),currently-reading,,,,1,0
61403412,Philosophy and Life,A.C. Grayling,"Grayling, A.C.",,"=""024152380X""","=""9780241523803""",0,4.09,VIKIN,Paperback,0,2023,,,2023/05/04,currently-reading,currently-reading (#10),currently-reading,,,,1,0
759517,Hard to Be a God,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""0816491216""","=""9780816491216""",0,4.14,Seabury Press,Hardcover,219,1973,1964,,2023/11/25,to-read,to-read (#301),to-read,,,,0,0
36050112,On not being a Philosopher,Robert Lynd,"Lynd, Robert",,"=""""","=""""",0,5.00,,,,,,,2023/11/24,to-read,to-read (#300),to-read,,,,0,0
61242234,"Rooted: Stories of Life, Land and a Farming Revolution",Sarah Langford,"Langford, Sarah",,"=""024199182X""","=""9780241991824""",0,4.48,Penguin,Paperback,336,2023,,,2023/10/21,currently-reading,currently-reading (#9),currently-reading,,,,1,0
7017642,More Wealth From Residential Property,Jan Somers,"Somers, Jan",,"=""0958567255""","=""9780958567251""",0,3.70,Somerset Financial Services,Paperback,256,2001,,,2023/11/17,currently-reading,currently-reading (#8),currently-reading,,,,1,0
48176,Under Fire,Henri Barbusse,"Barbusse, Henri","Robin Buss, Fitzwater Wray, Jay Murray Winter, J. Winter","=""0143039040""","=""9780143039044""",0,3.85,Penguin Classics,Paperback,318,2004,1916,,2020/06/30,to-read,to-read (#299),to-read,,,,0,0
41881472,The Psychology of Money,Morgan Housel,"Housel, Morgan",,"=""""","=""""",4,4.35,Harriman House,Paperback,252,2020,2020,2023/11/16,2023/10/05,,,read,"Short and sweet, sensible ""advise"" and probably an attitude the investment world could do more of.",,,1,0
55298403,Against White Feminism: Notes on Disruption,Rafia Zakaria,"Zakaria, Rafia",,"=""1324006617""","=""9781324006619""",0,4.31,W. W. Norton & Company,Hardcover,256,2021,2021,,2023/11/16,to-read,to-read (#298),to-read,,,,0,0
402217,Gestalt Therapy: Excitement and Growth in the Human Personality,Frederick Salomon Perls,"Perls, Frederick Salomon","Ralph F. Hefferline, Paul Goodman","=""0285626655""","=""9780285626652""",0,4.08,Souvenir Press,Paperback,,1994,1951,,2023/11/16,to-read,to-read (#297),to-read,,,,0,0
34449,The Makioka Sisters,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō",Edward G. Seidensticker,"=""0679761640""","=""9780679761648""",0,4.04,Vintage,Paperback,530,1995,1948,,2023/11/16,to-read,to-read (#296),to-read,,,,0,0
28256439,"The Hidden Life of Trees: What They Feel, How They Communicate: Discoveries from a Secret World",Peter Wohlleben,"Wohlleben, Peter","Tim Flannery, Jane Billinghurst, Suzanne Simard","=""1771642483""","=""9781771642484""",0,4.07,Greystone Books,Hardcover,272,2016,2015,,2023/11/16,to-read,to-read (#295),to-read,,,,0,0
13644288,"Tasmanian Aborigines, A History Since 1803",Lyndall Ryan,"Ryan, Lyndall",,"=""1742370683""","=""9781742370682""",0,4.21,Allen and Unwin,Paperback,418,2012,2012,,2023/11/16,to-read,to-read (#294),to-read,,,,0,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.25,Harper Business,Paperback,623,2006,1949,,2023/11/14,to-read,to-read (#293),to-read,,,,0,0
52962238,Principles For Dealing With the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,"Dalio, Ray",,"=""1982160276""","=""9781982160272""",4,4.29,Avid Reader Press / Simon & Schuster,Hardcover,576,2021,2021,2023/11/14,2023/10/05,,,read,"4.5<br/>The first time I've appreciated and learnt macroeconomics <br/>Interesting but biased information on indicators of internal and external conflict<br/>An economist's perspective on politics, history and finance",,,1,0
31125556,Destined for War: Can America and China Escape Thucydides’s Trap?,Graham Allison,"Allison, Graham",,"=""0544935276""","=""9780544935273""",0,4.21,Houghton Mifflin Harcourt,Hardcover,384,2017,2017,,2023/11/12,to-read,to-read (#292),to-read,,,,0,0
55666294,Attention Factory: The Story of TikTok & China’s ByteDance,Matthew  Brennan,"Brennan, Matthew",,"=""""","=""9798694483292""",3,4.17,Independently published,Paperback,304,2020,,2023/11/05,2023/10/08,,,read,"3.5<br/>Started off saucy, suggesting a revealing story on tiktoks rise to fame but quickly levelled out to a lukewarm description on the business and its founders.",,,1,0
25776132,The Brain: The Story of You,David Eagleman,"Eagleman, David",,"=""1101870532""","=""9781101870532""",0,4.26,Pantheon,Hardcover,224,2015,2015,,2023/11/04,to-read,to-read (#291),to-read,,,,0,0
49247043,This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,Nicole Perlroth,"Perlroth, Nicole",,"=""1635576059""","=""9781635576054""",0,4.34,Bloomsbury Publishing,Hardcover,528,2021,2021,,2023/11/04,to-read,to-read (#290),to-read,,,,0,0
52199304,"The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources",Javier Blas,"Blas, Javier",Jack Farchy,"=""1847942660""","=""9781847942661""",0,4.35,Random House Business,Paperback,320,2020,2021,,2023/11/04,to-read,to-read (#289),to-read,,,,0,0
45015229,A Wunch of Bankers: A Year in the Hayne Royal Commission,Daniel Ziffer,"Ziffer, Daniel",,"=""1912854651""","=""9781912854653""",0,3.97,Scribe UK,Paperback,320,2019,,,2023/10/31,to-read,to-read (#288),to-read,,,,0,0
178125057,The Year I Met My Brain: A travel companion for adults who have just found out they have ADHD,Matilda Boseley,"Boseley, Matilda",,"=""1760146463""","=""9781760146467""",0,4.56,Penguin eBooks,ebook,433,2023,2023,,2023/10/29,to-read,to-read (#287),to-read,,,,0,0
50492244,The Socrates Express: In Search of Life Lessons from Dead Philosophers,Eric    Weiner,"Weiner, Eric",,"=""""","=""""",0,4.13,Avid Reader Press / Simon & Schuster,Kindle Edition,344,2020,2020,,2023/10/22,to-read,to-read (#286),to-read,,,,0,0
36382335,"Valley of Genius: The Uncensored History of Silicon Valley (As Told by the Hackers, Founders, and Freaks Who Made It Boom)",Adam  Fisher,"Fisher, Adam",,"=""1455559024""","=""9781455559022""",4,4.10,Twelve,Hardcover,512,2018,2018,2023/10/22,2023/09/28,,,read,"4.5<br/>Wow! Haven't read something comprised of raw transcripts before. It's great, you get the opinions of those that lived the history and in that come all the perspectives, the rivalries, the anecdotes that get overlooked in sexy documentaries and overpriced paperbacks.  So really, it's kinda personal, you get the honest opinions of engineers, innovators, journalists and the cynics.  The curration of transcripts lends to good story telling and lots of saucy content, I was hooked and still undecided if this is a 5, I'm going to give it a few moons to decide.",,,1,0
102030,Musashi,Eiji Yoshikawa,"Yoshikawa, Eiji","Charles S. Terry, Edwin O. Reischauer","=""4770019572""","=""9784770019578""",0,4.47,Kodansha International,Hardcover,970,1995,1935,,2023/10/21,to-read,to-read (#285),to-read,,,,0,0
32312516,Another Kyoto,Alex Kerr,"Kerr, Alex",Kathy Arlyn Sokol,"=""4418165118""","=""9784418165117""",0,4.16,Sekaibunka,Paperback,336,2016,2016,,2023/10/21,to-read,to-read (#284),to-read,,,,0,0
39694851,The Bible in Australia: A Cultural History,Meredith Lake,"Lake, Meredith",,"=""""","=""""",0,4.28,NewSouth,Kindle Edition,336,2018,,,2023/10/21,to-read,to-read (#283),to-read,,,,0,0
57089574,A History of Masculinity,Nathan Bracher,"Bracher, Nathan",,"=""024145879X""","=""9780241458792""",0,3.82,Allen Lane,Hardcover,368,2022,,,2023/10/21,to-read,to-read (#282),to-read,,,,0,0
18378002,Intuition Pumps And Other Tools for Thinking,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0393348784""","=""9780393348781""",0,3.78,W. W. Norton & Company,Paperback,496,2014,2013,,2023/10/21,to-read,to-read (#281),to-read,,,,0,0
17087629,"50 Philosophy Classics: Thinking, Being, Acting, Seeing, Profound Insights and Powerful Thinking from Fifty Key Books (50 Classics)",Tom Butler-Bowdon,"Butler-Bowdon, Tom",,"=""1857885961""","=""9781857885965""",0,4.09,Nicholas Brealey Publishing,Paperback,325,2013,,,2023/10/21,to-read,to-read (#280),to-read,,,,0,0
36490332,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails",Yanis Varoufakis,"Varoufakis, Yanis",Jacob Moe,"=""""","=""""",0,4.12,"Farrar, Straus and Giroux",Kindle Edition,224,2018,2013,,2023/10/21,to-read,to-read (#279),to-read,,,,0,0
60741801,"Wonder Boy: Tony Hsieh, Zappos, and the Myth of Happiness in Silicon Valley",Angel Au-Yeung,"Au-Yeung, Angel",David Jeans,"=""1250829097""","=""9781250829092""",0,4.13,Henry Holt and Co.,Hardcover,384,2023,,,2023/10/21,to-read,to-read (#278),to-read,,,,0,0
811596,The Secret Life of Trees: How They live and Why They Matter,Colin Tudge,"Tudge, Colin",,"=""0141012935""","=""9780141012933""",0,3.96,Penguin,Paperback,452,2006,2005,,2023/10/21,to-read,to-read (#277),to-read,,,,0,0
13369533,The Old Ways: A Journey on Foot,Robert Macfarlane,"Macfarlane, Robert",,"=""0241143810""","=""9780241143810""",0,4.14,Hamish Hamilton,Hardcover,433,2012,2012,,2023/10/21,to-read,to-read (#276),to-read,,,,0,0
13029271,Mushroom,Nicholas P. Money,"Money, Nicholas P.",,"=""0199732566""","=""9780199732562""",0,3.89,Oxford University Press,Hardcover,201,2011,2011,,2023/10/21,to-read,to-read (#275),to-read,,,,0,0
52142,The Great War for Civilisation: The Conquest of the Middle East,Robert Fisk,"Fisk, Robert",,"=""1400075173""","=""9781400075171""",0,4.40,"Vintage Books/Alfred A. Knopf/Random House, Inc.",Paperback,1111,2007,2005,,2023/10/21,to-read,to-read (#274),to-read,,,,0,0
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"Ramachandran, V.S.","Sandra Blakeslee, Oliver Sacks","=""0688172172""","=""9780688172176""",0,4.26,William Morrow Paperbacks,Paperback,352,1999,1998,,2023/10/05,currently-reading,currently-reading (#7),currently-reading,,,,1,0
59696349,Build: An Unorthodox Guide to Making Things Worth Making,Tony Fadell,"Fadell, Tony",,"=""1787634116""","=""9781787634114""",0,4.34,Bantam Press,Paperback,416,2022,,,2023/10/16,to-read,to-read (#273),to-read,,,,0,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.12,Simon & Schuster Audio,Audio CD,16,2017,2017,,2023/10/16,to-read,to-read (#272),to-read,,,,0,0
64645770,Abroad in Japan,Chris  Broad,"Broad, Chris",,"=""1787637077""","=""9781787637078""",0,4.34,Bantam Press,Hardcover,320,2023,2023,,2023/10/15,to-read,to-read (#271),to-read,,,,0,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",0,3.90,Scholastic,Mass Market Paperback,172,2001,1903,,2023/10/14,to-read,to-read (#270),to-read,,,,0,0
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"Dawkins, Richard",,"=""0141026162""","=""9780141026169""",0,4.09,Penguin,Paperback,466,2006,1986,,2023/10/14,to-read,to-read (#269),to-read,,,,0,0
12864174,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",Ian Hacking,"=""0226458121""","=""9780226458120""",0,4.03,University of Chicago Press,Paperback,217,2012,1962,,2023/10/14,to-read,to-read (#268),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.16,Tor.com,ebook,144,2017,2017,,2023/10/14,to-read,to-read (#267),to-read,,,,0,0
38242135,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,"Lee, Kai-Fu",,"=""132854639X""","=""9781328546395""",3,4.10,Harper Business,Hardcover,255,2018,2018,2023/10/12,2023/04/20,,,read,"3.5 <br/>This one started off strong explaining cut throat business wars in China but it eventually fizzled into a memoir (albiet moving) with lots of tips on technology design based off his life experience.  An interesting read in retrospect with AI being a commercial product today, one wonders how this book wasn't at the fore when it was released.",,,1,0
129818319,The Way of the World by Nicholas Bouvier (1994-01-01),Nicolas Bouvier,"Bouvier, Nicolas",,"=""""","=""""",0,4.15,Marlboro Press,Paperback,0,,1963,,2023/10/10,currently-reading,currently-reading (#6),currently-reading,,,,1,0
326790,The Society of Mind,Marvin Minsky,"Minsky, Marvin",,"=""0671657135""","=""9780671657130""",0,4.04,Simon & Schuster,Paperback,336,1988,1985,,2023/10/10,to-read,to-read (#266),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.86,Oxford University Press,Hardcover,352,2014,2014,,2023/10/09,to-read,to-read (#265),to-read,,,,0,0
18373373,Fear,Gabriel Chevallier,"Chevallier, Gabriel","Malcolm Imrie, John Berger","=""1590177169""","=""9781590177167""",0,4.19,NYRB Classics,Paperback,328,2014,1930,,2023/10/09,to-read,to-read (#264),to-read,,,,0,0
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225365""","=""9780571225361""",0,3.78,Faber and Faber,Paperback,206,2005,1986,,2022/04/27,currently-reading,currently-reading (#5),currently-reading,,,,1,0
411496,Voss,Patrick White,"White, Patrick",,"=""0099324717""","=""9780099324713""",0,3.77,Vintage,Paperback,448,1994,1957,,2023/10/09,to-read,to-read (#263),to-read,,,,0,0
561413,The Tree of Man,Patrick White,"White, Patrick",,"=""0099324512""","=""9780099324515""",0,3.96,Vintage,Paperback,480,1994,1955,,2023/10/09,to-read,to-read (#262),to-read,,,,0,0
40653223,"Rage Inside the Machine: The Prejudice of Algorithms, and How to Stop the Internet Making Bigots of Us All",Robert Elliott Smith,"Smith, Robert Elliott",,"=""1472963881""","=""9781472963888""",0,4.01,Bloomsbury Business,Hardcover,344,2019,,,2023/10/08,to-read,to-read (#261),to-read,,,,0,0
28504537,A Field Guide to Lies: Critical Thinking in the Information Age,Daniel J. Levitin,"Levitin, Daniel J.",,"=""0525955224""","=""9780525955221""",0,3.76,Dutton,Hardcover,292,2016,2016,,2023/10/08,to-read,to-read (#260),to-read,,,,0,0
34964830,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",Virginia Eubanks,"Eubanks, Virginia",,"=""1250074312""","=""9781250074317""",0,4.01,St. Martin's Press,Hardcover,260,2018,2018,,2023/10/08,to-read,to-read (#259),to-read,,,,0,0
58952557,Internet for the People,Ben Tarnoff,"Tarnoff, Ben",,"=""1839762020""","=""9781839762024""",0,4.01,Verso,Hardcover,192,2022,2022,,2023/10/08,to-read,to-read (#258),to-read,,,,0,0
817589,Learn to Earn: A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0684811634""","=""9780684811635""",0,4.04,Simon & Schuster,Paperback,272,1996,1995,,2023/10/08,to-read,to-read (#257),to-read,,,,0,0
32600757,"Angel: How to Invest in Technology Startups—Timeless Advice from an Angel Investor Who Turned $100,000 into $100,000,000",Jason Calacanis,"Calacanis, Jason",,"=""0062560700""","=""9780062560704""",0,4.27,Harper Business,Hardcover,288,2017,,,2023/10/08,to-read,to-read (#256),to-read,,,,0,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",4,4.31,"Farrar, Straus and Giroux",Hardcover,308,2009,2007,2023/04/08,2023/01/15,,,read,,,,1,0
61783837,"Easy Money: Cryptocurrency, Casino Capitalism, and the Golden Age of Fraud",Ben McKenzie,"McKenzie, Ben",Jacob Silverman,"=""1419766392""","=""9781419766398""",0,4.05,Harry N. Abrams,Hardcover,304,2023,2023,,2023/10/07,to-read,to-read (#255),to-read,,,,0,0
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",0,4.06,Touchstone,Paperback,243,1998,1985,,2023/10/06,to-read,to-read (#254),to-read,,,,0,0
22514020,NeuroTribes: The Legacy of Autism and the Future of Neurodiversity,Steve Silberman,"Silberman, Steve",Oliver Sacks,"=""158333467X""","=""9781583334676""",0,4.30,Avery/Penguin Random House LLC,Hardcover,477,2015,2015,,2023/10/06,to-read,to-read (#253),to-read,,,,0,0
1098486,The Center Cannot Hold: My Journey Through Madness,Elyn R. Saks,"Saks, Elyn R.",,"=""140130138X""","=""9781401301385""",0,4.29,Hachette Books,Hardcover,340,2007,2007,,2023/10/06,to-read,to-read (#252),to-read,,,,0,0
835623,How the Mind Works,Steven Pinker,"Pinker, Steven",,"=""0393318486""","=""9780393318487""",0,3.99,W. W. Norton  Company,Paperback,660,1999,1997,,2023/10/06,to-read,to-read (#251),to-read,,,,0,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,4.20,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,,2023/10/06,to-read,to-read (#250),to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2023/10/06,to-read,to-read (#249),to-read,,,,0,0
67880,The Outsider,Colin Wilson,"Wilson, Colin",,"=""0753814323""","=""9780753814321""",0,4.04,Phoenix Paperbacks,Paperback,320,2001,1956,,2023/10/05,to-read,to-read (#248),to-read,,,,0,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",0,4.41,W. W. Norton & Company,Hardcover,496,2020,2020,,2023/10/05,to-read,to-read (#247),to-read,,,,0,0
54503521,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,"Hawkins, Jeff",Richard Dawkins,"=""1541675819""","=""9781541675810""",0,4.06,Basic Books,Hardcover,288,2021,2021,,2023/10/05,to-read,to-read (#246),to-read,,,,0,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",0,4.02,Random House Audio Publishing Group,Audio CD,12,2017,2017,,2023/10/05,to-read,to-read (#245),to-read,,,,0,0
28025,"The Myth of the Eternal Return or, Cosmos and History",Mircea Eliade,"Eliade, Mircea",Willard R. Trask,"=""0691017778""","=""9780691017778""",0,4.23,PRINCETON UNIVERSITY PRESS,Paperback,195,1974,1949,,2023/10/05,to-read,to-read (#244),to-read,,,,0,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",5,4.46,Scribner,Hardcover,464,2022,2022,2023/10/05,2023/09/25,,,read,,,,1,0
477,The Collapse of Complex Societies,Joseph A. Tainter,"Tainter, Joseph A.",,"=""052138673X""","=""9780521386739""",0,4.15,Cambridge University Press,Paperback,264,1990,1988,,2023/10/05,to-read,to-read (#243),to-read,,,,0,0
44767248,Human Compatible: Artificial Intelligence and the Problem of Control,Stuart Russell,"Russell, Stuart",,"=""0525558616""","=""9780525558613""",0,4.09,Viking,Hardcover,352,2019,2019,,2023/10/05,to-read,to-read (#242),to-read,,,,0,0
55051662,"Genius Makers: The Mavericks Who Brought AI to Google, Facebook, and the World",Cade Metz,"Metz, Cade",,"=""1524742678""","=""9781524742676""",0,4.27,Dutton,Hardcover,384,2021,,,2023/10/05,to-read,to-read (#241),to-read,,,,0,0
60111427,The History of the Computer,Rachel Ignotofsky,"Ignotofsky, Rachel",,"=""1984857428""","=""9781984857422""",0,4.24,Ten Speed Press,Hardcover,127,2022,2022,,2023/10/04,to-read,to-read (#240),to-read,,,,0,0
58293299,Free Speech: A History from Socrates to Social Media,Jacob Mchangama,"Mchangama, Jacob",,"=""1549192841""","=""9781549192845""",0,4.19,Basic Books,Audiobook,,2022,,,2023/10/04,to-read,to-read (#239),to-read,,,,0,0
61467835,Influence Empire: The Story of Tencent and China's Tech Ambition,Lulu Yilun Chen,"Chen, Lulu Yilun",,"=""1529346878""","=""""",0,3.97,Hodder & Stoughton,Kindle Edition,320,2022,,,2023/10/04,to-read,to-read (#238),to-read,,,,0,0
13593959,A Little History of Science,William Bynum,"Bynum, William",,"=""0300136595""","=""9780300136593""",0,3.82,Yale University Press,Hardcover,263,2012,2012,,2023/10/02,to-read,to-read (#237),to-read,,,,0,0
28819132,A Little History of Religion,Richard Holloway,"Holloway, Richard",,"=""0300208839""","=""9780300208832""",0,4.21,Yale University Press,Hardcover,256,2016,2016,,2023/10/02,to-read,to-read (#236),to-read,,,,0,0
11527504,A Little History of Philosophy (Little Histories),Nigel Warburton,"Warburton, Nigel",,"=""0300152086""","=""9780300152081""",0,4.12,Yale University Press,Hardcover,252,2011,2011,,2023/10/02,to-read,to-read (#235),to-read,,,,0,0
32622193,A Little History of Economics (Little Histories),Niall Kishtainy,"Kishtainy, Niall",,"=""0300206364""","=""9780300206364""",0,4.09,Yale University Press,Hardcover,256,2017,2017,,2023/10/02,to-read,to-read (#234),to-read,,,,0,0
6934913,The Shortest History of Europe,John Hirst,"Hirst, John",,"=""1863954392""","=""9781863954396""",0,4.05,Black Inc.,Paperback,160,2009,2009,,2023/10/02,to-read,to-read (#233),to-read,,,,0,0
56081808,The Shortest History of China,Linda Jaivin,"Jaivin, Linda",,"=""1743821735""","=""9781743821732""",0,4.03,Black Inc.,Kindle Edition,263,2021,2021,,2023/10/02,to-read,to-read (#232),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",4,4.16,Vintage Books,Paperback,351,1992,1985,2023/10/02,2023/09/22,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",0,4.20,Knopf,Hardcover,401,2022,2022,,2023/09/25,to-read,to-read (#231),to-read,,,,0,0
25812847,Silk Roads,Peter Frankopan,"Frankopan, Peter",,"=""1408839970""","=""9781408839973""",5,4.17,Bloomsbury,Hardcover,636,2015,2015,2023/09/25,2023/06/27,,,read,,,,1,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",4,4.27,Knopf,Hardcover,256,2021,2021,2023/09/22,2023/09/13,,,read,3.5,,,2,0
40772628,A Short History of Europe: From Pericles to Putin,Simon Jenkins,"Jenkins, Simon",,"=""""","=""""",0,3.93,Penguin,Kindle Edition,320,2018,2018,,2023/09/18,to-read,to-read (#230),to-read,,,,0,0
435556,Enemy at the Gates: The Battle for Stalingrad,William Craig,"Craig, William",,"=""076074677X""","=""9780760746776""",0,4.22,Barnes & Noble Books,Hardcover,457,2003,1973,,2023/09/16,to-read,to-read (#229),to-read,,,,0,0
142601047,They Called Us Exceptional: And Other Lies That Raised Us,Prachi   Gupta,"Gupta, Prachi",,"=""0593442989""","=""9780593442982""",0,4.43,Crown,Hardcover,288,2023,2023,,2023/09/13,to-read,to-read (#228),to-read,,,,0,0
12497,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",4,4.15,Knopf Doubleday Publishing Group,Paperback,309,2006,2005,2023/09/13,2023/09/06,,,read,Jesus,,,1,0
50403522,The Wim Hof Method: Activate Your Full Human Potential,Wim Hof,"Hof, Wim",Elissa Epel PhD,"=""1683644093""","=""9781683644095""",0,3.84,Sounds True,Hardcover,232,2020,2020,,2023/09/07,to-read,to-read (#227),to-read,,,,0,0
136096,"If Not Now, When?",Primo Levi,"Levi, Primo",William Weaver,"=""014118390X""","=""9780141183909""",4,4.22,Gardners Books,Paperback,331,2000,1982,2023/09/06,2023/01/12,,,read,4.5,,,1,0
24783723,Mind-Body Medicine: The New Science of Optimal Health,Jason M. Satterfield,"Satterfield, Jason M.",,"=""1598039938""","=""9781598039931""",4,4.40,teaching company the great courses,Audio CD,,2013,2013,2023/09/07,2023/07/31,,,read,,,,1,0
4796,The Winter of Our Discontent,John Steinbeck,"Steinbeck, John",Susan Shillinglaw,"=""0143039482""","=""9780143039488""",4,4.00,Penguin Classics,Paperback,291,2008,1961,2023/09/07,2023/08/20,,,read,,,,1,0
28766,Fiasco,Stanisław Lem,"Lem, Stanisław",,"=""0156306301""","=""9780156306300""",0,4.11,Harper Voyager,Paperback,322,1988,1986,,2023/08/31,to-read,to-read (#226),to-read,,,,0,0
1617,"Night  (The Night Trilogy, #1)",Elie Wiesel,"Wiesel, Elie","Marion Wiesel, François Mauriac","=""""","=""""",0,4.37,Hill & Wang,Paperback,115,2006,1956,,2023/08/30,to-read,to-read (#225),to-read,,,,0,0
39899253,Scattered Minds: The Origins and Healing of Attention Deficit Disorder,Gabor Maté,"Maté, Gabor",,"=""1785042211""","=""9781785042218""",0,4.36,Vermilion,Paperback,368,2019,1999,,2023/08/23,to-read,to-read (#224),to-read,,,,0,0
450534,When the Body Says No: The Cost of Hidden Stress,Gabor Maté,"Maté, Gabor",,"=""0676973124""","=""9780676973129""",0,4.24,Vintage Canada,Paperback,320,2004,2003,,2023/08/23,to-read,to-read (#223),to-read,,,,0,0
27323,Hiroshima,John Hersey,"Hersey, John",,"=""0679721037""","=""9780679721031""",4,4.02,Vintage,Paperback,152,1989,1946,2023/08/21,2022/01/05,,,read,"It is well that war is so terrible, otherwise we should grow too fond of it.",,,1,0
25517245,No Excuses: Existentialism and the Meaning of Life,Robert C. Solomon,"Solomon, Robert C.",,"=""""","=""""",4,4.08,The Great Courses,Audible Audio,13,2013,1995,2023/08/20,2023/07/30,,,read,"Sometimes I think I understand existentialist philosophy but when I come across something like this, I realise I haven't the faintest idea.",,,1,0
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.13,Princeton University Press,Paperback,416,1972,1949,,2023/01/04,currently-reading,currently-reading (#4),currently-reading,,,,1,0
